year,state,state_po,state_fips,state_cen,state_ic,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified
2016,NEW YORK,NY,36,21,13,"STEIN, JILL",GREEN,FALSE,107934,7802084,OTHER
2012,WASHINGTON,WA,53,91,73,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1755396,3125516,DEMOCRAT
1980,OHIO,OH,39,31,24,"CARTER, JIMMY",DEMOCRAT,FALSE,1752414,4283603,DEMOCRAT
2008,WASHINGTON,WA,53,91,73,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1750848,3036878,DEMOCRAT
1988,NEW JERSEY,NJ,34,22,12,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1743192,3099553,REPUBLICAN
2016,NEW YORK,NY,36,21,13,BLANK VOTE,,FALSE,77179,7802084,OTHER
1996,NEW YORK,NY,36,21,13,"DOLE, ROBERT",REPUBLICAN,FALSE,1738707,6439129,REPUBLICAN
1992,ILLINOIS,IL,17,33,21,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1734096,5050157,REPUBLICAN
2020,INDIANA,IN,18,32,22,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1729519,3033118,REPUBLICAN
2008,VIRGINIA,VA,51,54,40,"MCCAIN, JOHN",REPUBLICAN,FALSE,1725005,3723260,REPUBLICAN
2020,MISSOURI,MO,29,43,34,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1718736,3025962,REPUBLICAN
2020,MINNESOTA,MN,27,41,33,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1717077,3277171,DEMOCRAT
2004,VIRGINIA,VA,51,54,40,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1716959,3195415,REPUBLICAN
1976,MICHIGAN,MI,26,34,23,"CARTER, JIMMY",DEMOCRAT,FALSE,1696714,3651590,DEMOCRAT
2016,NEW YORK,NY,36,21,13,"JOHNSON, GARY",LIBERTARIAN,FALSE,57442,7802084,LIBERTARIAN
2012,MARYLAND,MD,24,52,52,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1677844,2707327,DEMOCRAT
2008,WISCONSIN,WI,55,35,25,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1677211,2983417,DEMOCRAT
1988,MICHIGAN,MI,26,34,23,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1675783,3669163,DEMOCRAT
2020,ARIZONA,AZ,4,86,61,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1672143,3387326,DEMOCRAT
2004,NEW JERSEY,NJ,34,22,12,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1670003,3611691,REPUBLICAN
2020,ARIZONA,AZ,4,86,61,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1661686,3387326,REPUBLICAN
1980,MICHIGAN,MI,26,34,23,"CARTER, JIMMY",DEMOCRAT,FALSE,1661532,3909725,DEMOCRAT
1988,FLORIDA,FL,12,59,43,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1656701,4302313,DEMOCRAT
1996,NEW JERSEY,NJ,34,22,12,"CLINTON, BILL",DEMOCRAT,FALSE,1652361,3075860,DEMOCRAT
1976,FLORIDA,FL,12,59,43,"CARTER, JIMMY",DEMOCRAT,FALSE,1636000,3150631,DEMOCRAT
2000,NORTH CAROLINA,NC,37,56,47,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1631163,2914990,REPUBLICAN
2020,WISCONSIN,WI,55,35,25,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1630866,3298041,DEMOCRAT
2008,MARYLAND,MD,24,52,52,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1629467,2631596,DEMOCRAT
2012,WISCONSIN,WI,55,35,25,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1620985,3071434,DEMOCRAT
2000,MASSACHUSETTS,MA,25,14,3,"GORE, AL",DEMOCRAT,FALSE,1616487,2733964,DEMOCRAT
2008,NEW JERSEY,NJ,34,22,12,"MCCAIN, JOHN",REPUBLICAN,FALSE,1613207,3868237,REPUBLICAN
2020,WISCONSIN,WI,55,35,25,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1610184,3298041,REPUBLICAN
2016,NEW YORK,NY,36,21,13,SCATTERING,,FALSE,48447,7802084,OTHER
2016,NEW YORK,NY,36,21,13,"CLINTON, HILLARY",WOMEN'S EQUALITY,FALSE,36294,7802084,OTHER
1996,ILLINOIS,IL,17,33,21,"DOLE, ROBERT",REPUBLICAN,FALSE,1587021,4311391,REPUBLICAN
2020,WASHINGTON,WA,53,91,73,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1584651,4087631,REPUBLICAN
2008,MINNESOTA,MN,27,41,33,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1573354,2910369,DEMOCRAT
1996,MASSACHUSETTS,MA,25,14,3,"CLINTON, BILL",DEMOCRAT,FALSE,1571509,2556459,DEMOCRAT
2016,NEW YORK,NY,36,21,13,,,TRUE,12816,7802084,OTHER
1992,MICHIGAN,MI,26,34,23,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1554940,4274673,REPUBLICAN
1980,NEW JERSEY,NJ,34,22,12,"REAGAN, RONALD",REPUBLICAN,FALSE,1546557,2975684,REPUBLICAN
2012,MINNESOTA,MN,27,41,33,"OBAMA, BARACK H.",DEMOCRATIC-FARMER-LABOR,FALSE,1546167,2936561,DEMOCRAT
1984,MICHIGAN,MI,26,34,23,"MONDALE, WALTER",DEMOCRAT,FALSE,1529638,3801658,DEMOCRAT
2004,NORTH CAROLINA,NC,37,56,47,"KERRY, JOHN",DEMOCRAT,FALSE,1525849,3501007,DEMOCRAT
2016,NEW YORK,NY,36,21,13,VOID VOTE,,FALSE,3452,7802084,OTHER
2004,WASHINGTON,WA,53,91,73,"KERRY, JOHN",DEMOCRAT,FALSE,1510201,2859084,DEMOCRAT
1976,NEW JERSEY,NJ,34,22,12,"FORD, GERALD",REPUBLICAN,FALSE,1509688,3014472,REPUBLICAN
2004,WISCONSIN,WI,55,35,25,"KERRY, JOHN",DEMOCRAT,FALSE,1489504,2997007,DEMOCRAT
2020,MINNESOTA,MN,27,41,33,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1484065,3277171,REPUBLICAN
2012,MISSOURI,MO,29,43,34,"ROMNEY, MITT",REPUBLICAN,FALSE,1482440,2757323,REPUBLICAN
1996,MICHIGAN,MI,26,34,23,"DOLE, ROBERT",REPUBLICAN,FALSE,1481212,3848844,REPUBLICAN
2004,INDIANA,IN,18,32,22,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1479438,2468002,REPUBLICAN
2008,TENNESSEE,TN,47,62,54,"MCCAIN, JOHN",REPUBLICAN,FALSE,1479178,2599749,REPUBLICAN
2004,WISCONSIN,WI,55,35,25,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1478120,2997007,REPUBLICAN
2012,NEW JERSEY,NJ,34,22,12,"ROMNEY, MITT",REPUBLICAN,FALSE,1478088,3638499,REPUBLICAN
1976,FLORIDA,FL,12,59,43,"FORD, GERALD",REPUBLICAN,FALSE,1469531,3150631,REPUBLICAN
2012,TENNESSEE,TN,47,62,54,"ROMNEY, MITT",REPUBLICAN,FALSE,1462330,2458577,REPUBLICAN
2004,MISSOURI,MO,29,43,34,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1455713,2731364,REPUBLICAN
2004,VIRGINIA,VA,51,54,40,"KERRY, JOHN",DEMOCRAT,FALSE,1454742,3195415,DEMOCRAT
1984,FLORIDA,FL,12,59,43,"MONDALE, WALTER",DEMOCRAT,FALSE,1448816,4180051,DEMOCRAT
2008,MISSOURI,MO,29,43,34,"MCCAIN, JOHN",REPUBLICAN,FALSE,1445814,2925205,REPUBLICAN
2004,MINNESOTA,MN,27,41,33,"KERRY, JOHN",DEMOCRATIC-FARMER-LABOR,FALSE,1445014,2828387,DEMOCRAT
1976,NEW JERSEY,NJ,34,22,12,"CARTER, JIMMY",DEMOCRAT,FALSE,1444653,3014472,DEMOCRAT
2008,MISSOURI,MO,29,43,34,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1441911,2925205,DEMOCRAT
2020,ALABAMA,AL,1,63,41,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1441170,2323282,REPUBLICAN
2000,VIRGINIA,VA,51,54,40,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1437490,2739447,REPUBLICAN
1992,NEW JERSEY,NJ,34,22,12,"CLINTON, BILL",DEMOCRAT,FALSE,1436206,3343594,DEMOCRAT
1976,MASSACHUSETTS,MA,25,14,3,"CARTER, JIMMY",DEMOCRAT,FALSE,1429475,2547558,DEMOCRAT
2012,INDIANA,IN,18,32,22,"ROMNEY, MITT",REPUBLICAN,FALSE,1420543,2624534,REPUBLICAN
2000,GEORGIA,GA,13,58,44,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1419720,2583208,REPUBLICAN
1980,FLORIDA,FL,12,59,43,"CARTER, JIMMY",DEMOCRAT,FALSE,1419475,3686927,DEMOCRAT
2012,WISCONSIN,WI,55,35,25,"ROMNEY, MITT",REPUBLICAN,FALSE,1410966,3071434,REPUBLICAN
2016,PENNSYLVANIA,PA,42,23,14,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2970733,6115402,REPUBLICAN
1988,MASSACHUSETTS,MA,25,14,3,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1401415,2632801,DEMOCRAT
2020,SOUTH CAROLINA,SC,45,57,48,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1385103,2514096,REPUBLICAN
2004,TENNESSEE,TN,47,62,54,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1384375,2437319,REPUBLICAN
2016,PENNSYLVANIA,PA,42,23,14,"CLINTON, HILLARY",DEMOCRAT,FALSE,2926441,6115402,DEMOCRAT
1984,INDIANA,IN,18,32,22,"REAGAN, RONALD",REPUBLICAN,FALSE,1377230,2233069,REPUBLICAN
2008,INDIANA,IN,18,32,22,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1374039,2751054,DEMOCRAT
2016,PENNSYLVANIA,PA,42,23,14,"JOHNSON, GARY",LIBERTARIAN,FALSE,146715,6115402,LIBERTARIAN
2004,GEORGIA,GA,13,58,44,"KERRY, JOHN",DEMOCRAT,FALSE,1366149,3301875,DEMOCRAT
2020,COLORADO,CO,8,84,62,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1364607,3279980,REPUBLICAN
1992,NEW JERSEY,NJ,34,22,12,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1356865,3343594,REPUBLICAN
1992,TEXAS,TX,48,74,49,"PEROT, ROSS",INDEPENDENT,FALSE,1354781,6154018,OTHER
2004,MINNESOTA,MN,27,41,33,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1346695,2828387,REPUBLICAN
1984,NORTH CAROLINA,NC,37,56,47,"REAGAN, RONALD",REPUBLICAN,FALSE,1346481,2175361,REPUBLICAN
2008,INDIANA,IN,18,32,22,"MCCAIN, JOHN",REPUBLICAN,FALSE,1345648,2751054,REPUBLICAN
2020,OREGON,OR,41,92,72,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1340383,2374321,DEMOCRAT
2016,PENNSYLVANIA,PA,42,23,14,"STEIN, JILL",GREEN,FALSE,49941,6115402,OTHER
1984,VIRGINIA,VA,51,54,40,"REAGAN, RONALD",REPUBLICAN,FALSE,1337078,2146635,REPUBLICAN
2004,MARYLAND,MD,24,52,52,"KERRY, JOHN",DEMOCRAT,FALSE,1334493,2384238,DEMOCRAT
2020,KENTUCKY,KY,21,61,51,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1326646,2136768,REPUBLICAN
2012,COLORADO,CO,8,84,62,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1323101,2569516,DEMOCRAT
2016,PENNSYLVANIA,PA,42,23,14,"CASTLE, DARRELL L.",CONSTITUTION PARTY,FALSE,21572,6115402,OTHER
1988,NEW JERSEY,NJ,34,22,12,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1320352,3099553,DEMOCRAT
2012,MINNESOTA,MN,27,41,33,"ROMNEY, MITT",REPUBLICAN,FALSE,1320225,2936561,REPUBLICAN
1992,MASSACHUSETTS,MA,25,14,3,"CLINTON, BILL",DEMOCRAT,FALSE,1318639,2773664,DEMOCRAT
2016,ILLINOIS,IL,17,33,21,"CLINTON, HILLARY",DEMOCRAT,FALSE,3090729,5536424,DEMOCRAT
1984,MASSACHUSETTS,MA,25,14,3,"REAGAN, RONALD",REPUBLICAN,FALSE,1310936,2559383,REPUBLICAN
1988,VIRGINIA,VA,51,54,40,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1309162,2191609,REPUBLICAN
2004,WASHINGTON,WA,53,91,73,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1304894,2859084,REPUBLICAN
1988,INDIANA,IN,18,32,22,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1297763,2168621,REPUBLICAN
2012,WASHINGTON,WA,53,91,73,"MITT, ROMNEY",REPUBLICAN,FALSE,1290670,3125516,REPUBLICAN
2008,COLORADO,CO,8,84,62,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1288576,2401361,DEMOCRAT
2000,NEW JERSEY,NJ,34,22,12,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1284173,3187226,REPUBLICAN
2008,MINNESOTA,MN,27,41,33,"MCCAIN, JOHN",REPUBLICAN,FALSE,1275409,2910369,REPUBLICAN
1984,MISSOURI,MO,29,43,34,"REAGAN, RONALD",REPUBLICAN,FALSE,1274188,2122771,REPUBLICAN
2008,ALABAMA,AL,1,63,41,"MCCAIN, JOHN",REPUBLICAN,FALSE,1266546,2099819,REPUBLICAN
2008,WISCONSIN,WI,55,35,25,"MCCAIN, JOHN",REPUBLICAN,FALSE,1262393,2983417,REPUBLICAN
1984,NEW JERSEY,NJ,34,22,12,"MONDALE, WALTER",DEMOCRAT,FALSE,1261323,3217862,DEMOCRAT
2004,MISSOURI,MO,29,43,34,"KERRY, JOHN",DEMOCRAT,FALSE,1259171,2731364,DEMOCRAT
2000,NORTH CAROLINA,NC,37,56,47,"GORE, AL",DEMOCRAT,FALSE,1257692,2914990,DEMOCRAT
2012,ALABAMA,AL,1,63,41,"ROMNEY, MITT",REPUBLICAN,FALSE,1255925,2074338,REPUBLICAN
2020,LOUISIANA,LA,22,72,45,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1255776,2148062,REPUBLICAN
1980,INDIANA,IN,18,32,22,"REAGAN, RONALD",REPUBLICAN,FALSE,1255656,2242033,REPUBLICAN
2020,MISSOURI,MO,29,43,34,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1253014,3025962,DEMOCRAT
2016,ILLINOIS,IL,17,33,21,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2146015,5536424,REPUBLICAN
2000,WASHINGTON,WA,53,91,73,"GORE, AL",DEMOCRAT,FALSE,1247652,2487433,DEMOCRAT
2000,INDIANA,IN,18,32,22,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1245836,2199302,REPUBLICAN
2000,WISCONSIN,WI,55,35,25,"GORE, AL",DEMOCRAT,FALSE,1242987,2598607,DEMOCRAT
2020,INDIANA,IN,18,32,22,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1242416,3033118,DEMOCRAT
1984,MASSACHUSETTS,MA,25,14,3,"MONDALE, WALTER",DEMOCRAT,FALSE,1239606,2559383,DEMOCRAT
2000,WISCONSIN,WI,55,35,25,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1237279,2598607,REPUBLICAN
1988,NORTH CAROLINA,NC,37,56,47,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1237258,2134370,REPUBLICAN
2012,ARIZONA,AZ,4,86,61,"ROMNEY, MITT",REPUBLICAN,FALSE,1233654,2299254,REPUBLICAN
2008,ARIZONA,AZ,4,86,61,"MCCAIN, JOHN",REPUBLICAN,FALSE,1230111,2293475,REPUBLICAN
2008,WASHINGTON,WA,53,91,73,"MCCAIN, JOHN",REPUBLICAN,FALSE,1229216,3036878,REPUBLICAN
1996,NORTH CAROLINA,NC,37,56,47,"DOLE, ROBERT",REPUBLICAN,FALSE,1225938,2515807,REPUBLICAN
2012,MISSOURI,MO,29,43,34,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1223796,2757323,DEMOCRAT
2016,ILLINOIS,IL,17,33,21,"JOHNSON, GARY",LIBERTARIAN,FALSE,209596,5536424,LIBERTARIAN
2000,VIRGINIA,VA,51,54,40,"GORE, AL",DEMOCRAT,FALSE,1217290,2739447,DEMOCRAT
2016,ILLINOIS,IL,17,33,21,"STEIN, JILL",GREEN,FALSE,76802,5536424,OTHER
2016,ILLINOIS,IL,17,33,21,,,TRUE,13282,5536424,OTHER
1984,WISCONSIN,WI,55,35,25,"REAGAN, RONALD",REPUBLICAN,FALSE,1198584,2211689,REPUBLICAN
1988,MASSACHUSETTS,MA,25,14,3,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1194635,2632801,REPUBLICAN
2000,MISSOURI,MO,29,43,34,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1189924,2359892,REPUBLICAN
2012,MASSACHUSETTS,MA,25,14,3,"ROMNEY, MITT",REPUBLICAN,FALSE,1188314,3184196,REPUBLICAN
2012,COLORADO,CO,8,84,62,"ROMNEY, MITT",REPUBLICAN,FALSE,1185243,2569516,REPUBLICAN
1976,INDIANA,IN,18,32,22,"FORD, GERALD",REPUBLICAN,FALSE,1183958,2220362,REPUBLICAN
2016,OHIO,OH,39,31,24,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2841005,5496487,REPUBLICAN
2004,ALABAMA,AL,1,63,41,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1176394,1883415,REPUBLICAN
2000,MINNESOTA,MN,27,41,33,"GORE, AL",DEMOCRATIC-FARMER-LABOR,FALSE,1168266,2438685,DEMOCRAT
2020,MASSACHUSETTS,MA,25,14,3,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1167202,3658005,REPUBLICAN
2016,OHIO,OH,39,31,24,"CLINTON, HILLARY",DEMOCRAT,FALSE,2394164,5496487,DEMOCRAT
2016,OHIO,OH,39,31,24,,NO PARTY AFFILIATION,FALSE,198733,5496487,OTHER
2012,INDIANA,IN,18,32,22,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1152887,2624534,DEMOCRAT
2012,LOUISIANA,LA,22,72,45,"ROMNEY, MITT",REPUBLICAN,FALSE,1152262,1994065,REPUBLICAN
1992,VIRGINIA,VA,51,54,40,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1150517,2559129,REPUBLICAN
2008,LOUISIANA,LA,22,72,45,"MCCAIN, JOHN",REPUBLICAN,FALSE,1148275,1960761,REPUBLICAN
1980,NEW JERSEY,NJ,34,22,12,"CARTER, JIMMY",DEMOCRAT,FALSE,1147364,2975684,DEMOCRAT
2000,MARYLAND,MD,24,52,52,"GORE, AL",DEMOCRAT,FALSE,1144008,2025212,DEMOCRAT
2020,TENNESSEE,TN,47,62,54,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1143711,3053851,DEMOCRAT
1996,VIRGINIA,VA,51,54,40,"DOLE, ROBERT",REPUBLICAN,FALSE,1138350,2416642,REPUBLICAN
1992,NORTH CAROLINA,NC,37,56,47,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1134661,2611850,REPUBLICAN
1988,WISCONSIN,WI,55,35,25,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1126794,2191608,DEMOCRAT
1996,WASHINGTON,WA,53,91,73,"CLINTON, BILL",DEMOCRAT,FALSE,1123323,2253837,DEMOCRAT
1996,MINNESOTA,MN,27,41,33,"CLINTON, BILL",DEMOCRAT,FALSE,1120380,2192492,DEMOCRAT
2000,GEORGIA,GA,13,58,44,"GORE, AL",DEMOCRAT,FALSE,1116230,2583208,DEMOCRAT
1992,NORTH CAROLINA,NC,37,56,47,"CLINTON, BILL",DEMOCRAT,FALSE,1114042,2611850,DEMOCRAT
2000,MISSOURI,MO,29,43,34,"GORE, AL",DEMOCRAT,FALSE,1111138,2359892,DEMOCRAT
2000,MINNESOTA,MN,27,41,33,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1109659,2438685,REPUBLICAN
1988,MINNESOTA,MN,27,41,33,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,1109471,2096790,DEMOCRAT
2000,WASHINGTON,WA,53,91,73,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1108864,2487433,REPUBLICAN
2008,MASSACHUSETTS,MA,25,14,3,"MCCAIN, JOHN",REPUBLICAN,FALSE,1108854,3102995,REPUBLICAN
1996,NORTH CAROLINA,NC,37,56,47,"CLINTON, BILL",DEMOCRAT,FALSE,1107849,2515807,DEMOCRAT
2004,ARIZONA,AZ,4,86,61,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1104294,2012585,REPUBLICAN
1996,NEW JERSEY,NJ,34,22,12,"DOLE, ROBERT",REPUBLICAN,FALSE,1103099,3075860,REPUBLICAN
2004,LOUISIANA,LA,22,72,45,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1102169,1943106,REPUBLICAN
2004,COLORADO,CO,8,84,62,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1101255,2129630,REPUBLICAN
2020,SOUTH CAROLINA,SC,45,57,48,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1091541,2514096,DEMOCRAT
1996,VIRGINIA,VA,51,54,40,"CLINTON, BILL",DEMOCRAT,FALSE,1091060,2416642,DEMOCRAT
2016,OHIO,OH,39,31,24,"STEIN, JILL",GREEN,FALSE,46271,5496487,OTHER
1992,NEW YORK,NY,36,21,13,"PEROT, ROSS",INDEPENDENT,FALSE,1090721,7079432,OTHER
1980,WISCONSIN,WI,55,35,25,"REAGAN, RONALD",REPUBLICAN,FALSE,1088845,2273221,REPUBLICAN
2008,TENNESSEE,TN,47,62,54,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1087437,2599749,DEMOCRAT
2012,KENTUCKY,KY,21,61,51,"ROMNEY, MITT",REPUBLICAN,FALSE,1087190,1797212,REPUBLICAN
1988,MISSOURI,MO,29,43,34,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1084953,2093228,REPUBLICAN
1988,GEORGIA,GA,13,58,44,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1081331,1809672,REPUBLICAN
1996,GEORGIA,GA,13,58,44,"DOLE, ROBERT",REPUBLICAN,FALSE,1080843,2298899,REPUBLICAN
2020,CONNECTICUT,CT,9,16,1,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,1080831,1823857,DEMOCRAT
1980,MISSOURI,MO,29,43,34,"REAGAN, RONALD",REPUBLICAN,FALSE,1074181,2099824,REPUBLICAN
2008,COLORADO,CO,8,84,62,"MCCAIN, JOHN",REPUBLICAN,FALSE,1073589,2401361,REPUBLICAN
1996,WISCONSIN,WI,55,35,25,"CLINTON, BILL",DEMOCRAT,FALSE,1071971,2196169,DEMOCRAT
2012,SOUTH CAROLINA,SC,45,57,48,"ROMNEY, MITT",REPUBLICAN,FALSE,1071645,1964118,REPUBLICAN
2004,MASSACHUSETTS,MA,25,14,3,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1071109,2927455,REPUBLICAN
2016,OHIO,OH,39,31,24,,,TRUE,16314,5496487,OTHER
1976,MINNESOTA,MN,27,41,33,"CARTER, JIMMY",DEMOCRAT,FALSE,1070440,1949931,DEMOCRAT
2004,KENTUCKY,KY,21,61,51,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1069439,1795882,REPUBLICAN
1984,GEORGIA,GA,13,58,44,"REAGAN, RONALD",REPUBLICAN,FALSE,1068722,1776103,REPUBLICAN
2000,TENNESSEE,TN,47,62,54,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1061949,2076181,REPUBLICAN
1980,MASSACHUSETTS,MA,25,14,3,"REAGAN, RONALD",REPUBLICAN,FALSE,1057631,2524090,REPUBLICAN
1992,MISSOURI,MO,29,43,34,"CLINTON, BILL",DEMOCRAT,FALSE,1053873,2391270,DEMOCRAT
1996,GEORGIA,GA,13,58,44,"CLINTON, BILL",DEMOCRAT,FALSE,1053849,2298899,DEMOCRAT
1980,MASSACHUSETTS,MA,25,14,3,"CARTER, JIMMY",DEMOCRAT,FALSE,1053802,2524090,DEMOCRAT
1992,FLORIDA,FL,12,59,43,"PEROT, ROSS",INDEPENDENT,FALSE,1053067,5313392,OTHER
1984,WASHINGTON,WA,53,91,73,"REAGAN, RONALD",REPUBLICAN,FALSE,1051670,1874910,REPUBLICAN
2008,KENTUCKY,KY,21,61,51,"MCCAIN, JOHN",REPUBLICAN,FALSE,1048462,1826620,REPUBLICAN
1988,WISCONSIN,WI,55,35,25,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,1047499,2191608,REPUBLICAN
1992,WISCONSIN,WI,55,35,25,"CLINTON, BILL",DEMOCRAT,FALSE,1041066,2531064,DEMOCRAT
1976,WISCONSIN,WI,55,35,25,"CARTER, JIMMY",DEMOCRAT,FALSE,1040232,2101336,DEMOCRAT
1992,VIRGINIA,VA,51,54,40,"CLINTON, BILL",DEMOCRAT,FALSE,1038650,2559129,DEMOCRAT
1984,LOUISIANA,LA,22,72,45,"REAGAN, RONALD",REPUBLICAN,FALSE,1037299,1706822,REPUBLICAN
2008,OREGON,OR,41,92,72,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1037291,1827864,DEMOCRAT
2004,TENNESSEE,TN,47,62,54,"KERRY, JOHN",DEMOCRAT,FALSE,1036477,2437319,DEMOCRAT
1992,OHIO,OH,39,31,24,"PEROT, ROSS",INDEPENDENT,FALSE,1036426,4939967,OTHER
1984,MINNESOTA,MN,27,41,33,"MONDALE, WALTER",DEMOCRAT,FALSE,1036364,2084449,DEMOCRAT
2008,SOUTH CAROLINA,SC,45,57,48,"MCCAIN, JOHN",REPUBLICAN,FALSE,1034896,1920969,REPUBLICAN
2008,ARIZONA,AZ,4,86,61,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1034707,2293475,DEMOCRAT
2016,MICHIGAN,MI,26,34,23,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2279543,4799284,REPUBLICAN
1984,MINNESOTA,MN,27,41,33,"REAGAN, RONALD",REPUBLICAN,FALSE,1032603,2084449,REPUBLICAN
1976,MASSACHUSETTS,MA,25,14,3,"FORD, GERALD",REPUBLICAN,FALSE,1030276,2547558,REPUBLICAN
1996,MISSOURI,MO,29,43,34,"CLINTON, BILL",DEMOCRAT,FALSE,1025935,2158065,DEMOCRAT
2012,ARIZONA,AZ,4,86,61,"OBAMA, BARACK H.",DEMOCRAT,FALSE,1025232,2299254,DEMOCRAT
2004,MARYLAND,MD,24,52,52,"BUSH, GEORGE W.",REPUBLICAN,FALSE,1024703,2384238,REPUBLICAN
1992,MINNESOTA,MN,27,41,33,"CLINTON, BILL",DEMOCRAT,FALSE,1020997,2347948,DEMOCRAT
2020,OKLAHOMA,OK,40,73,53,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1020280,1560699,REPUBLICAN
1976,INDIANA,IN,18,32,22,"CARTER, JIMMY",DEMOCRAT,FALSE,1014714,2220362,DEMOCRAT
1992,GEORGIA,GA,13,58,44,"CLINTON, BILL",DEMOCRAT,FALSE,1008966,2321133,DEMOCRAT
1996,INDIANA,IN,18,32,22,"DOLE, ROBERT",REPUBLICAN,FALSE,1006693,2135431,REPUBLICAN
1976,WISCONSIN,WI,55,35,25,"FORD, GERALD",REPUBLICAN,FALSE,1004987,2101336,REPUBLICAN
